sample,population,count,total_count,percentage
sample00677,b_cell,11827,96411,12.27
sample00677,cd8_t_cell,25924,96411,26.89
sample00677,cd4_t_cell,22408,96411,23.24
sample00677,nk_cell,9528,96411,9.88
sample00677,monocyte,26724,96411,27.72
sample00678,b_cell,4525,99083,4.57
sample00678,cd8_t_cell,21565,99083,21.76
sample00678,cd4_t_cell,32288,99083,32.59
sample00678,nk_cell,28386,99083,28.65
sample00678,monocyte,12319,99083,12.43
sample00679,b_cell,11528,100442,11.48
sample00679,cd8_t_cell,23045,100442,22.94
sample00679,cd4_t_cell,35451,100442,35.29
sample00679,nk_cell,10720,100442,10.67
sample00679,monocyte,19698,100442,19.61
sample00680,b_cell,14570,106571,13.67
sample00680,cd8_t_cell,27964,106571,26.24
sample00680,cd4_t_cell,24866,106571,23.33
sample00680,nk_cell,11930,106571,11.19
sample00680,monocyte,27241,106571,25.56
sample00681,b_cell,10135,104180,9.73
sample00681,cd8_t_cell,26906,104180,25.83
sample00681,cd4_t_cell,33103,104180,31.77
sample00681,nk_cell,13817,104180,13.26
sample00681,monocyte,20219,104180,19.41
sample00682,b_cell,11872,104838,11.32
sample00682,cd8_t_cell,19732,104838,18.82
sample00682,cd4_t_cell,34715,104838,33.11
sample00682,nk_cell,15679,104838,14.96
sample00682,monocyte,22840,104838,21.79
sample00683,b_cell,12152,102561,11.85
sample00683,cd8_t_cell,26555,102561,25.89
sample00683,cd4_t_cell,28468,102561,27.76
sample00683,nk_cell,19347,102561,18.86
sample00683,monocyte,16039,102561,15.64
sample00684,b_cell,12776,98700,12.94
sample00684,cd8_t_cell,26434,98700,26.78
sample00684,cd4_t_cell,29899,98700,30.29
sample00684,nk_cell,10430,98700,10.57
sample00684,monocyte,19161,98700,19.41
sample00685,b_cell,9130,108613,8.41
sample00685,cd8_t_cell,24390,108613,22.46
sample00685,cd4_t_cell,33909,108613,31.22
sample00685,nk_cell,19628,108613,18.07
sample00685,monocyte,21556,108613,19.85
sample00686,b_cell,8897,103203,8.62
sample00686,cd8_t_cell,22046,103203,21.36
sample00686,cd4_t_cell,33051,103203,32.03
sample00686,nk_cell,17316,103203,16.78
sample00686,monocyte,21893,103203,21.21
sample00687,b_cell,12429,98613,12.6
sample00687,cd8_t_cell,20169,98613,20.45
sample00687,cd4_t_cell,35929,98613,36.43
sample00687,nk_cell,10937,98613,11.09
sample00687,monocyte,19149,98613,19.42
sample00688,b_cell,9007,101044,8.91
sample00688,cd8_t_cell,24819,101044,24.56
sample00688,cd4_t_cell,30917,101044,30.6
sample00688,nk_cell,20510,101044,20.3
sample00688,monocyte,15791,101044,15.63
sample00689,b_cell,5235,95580,5.48
sample00689,cd8_t_cell,20329,95580,21.27
sample00689,cd4_t_cell,31784,95580,33.25
sample00689,nk_cell,13275,95580,13.89
sample00689,monocyte,24957,95580,26.11
sample00690,b_cell,12239,102720,11.91
sample00690,cd8_t_cell,22217,102720,21.63
sample00690,cd4_t_cell,30124,102720,29.33
sample00690,nk_cell,15922,102720,15.5
sample00690,monocyte,22218,102720,21.63
sample00691,b_cell,8261,97024,8.51
sample00691,cd8_t_cell,23334,97024,24.05
sample00691,cd4_t_cell,24605,97024,25.36
sample00691,nk_cell,14795,97024,15.25
sample00691,monocyte,26029,97024,26.83
sample00692,b_cell,8639,96802,8.92
sample00692,cd8_t_cell,22702,96802,23.45
sample00692,cd4_t_cell,29590,96802,30.57
sample00692,nk_cell,16303,96802,16.84
sample00692,monocyte,19568,96802,20.21
sample00693,b_cell,7743,93222,8.31
sample00693,cd8_t_cell,25343,93222,27.19
sample00693,cd4_t_cell,29633,93222,31.79
sample00693,nk_cell,17344,93222,18.61
sample00693,monocyte,13159,93222,14.12
sample00694,b_cell,10546,104994,10.04
sample00694,cd8_t_cell,18628,104994,17.74
sample00694,cd4_t_cell,23213,104994,22.11
sample00694,nk_cell,24409,104994,23.25
sample00694,monocyte,28198,104994,26.86
sample00695,b_cell,6475,102297,6.33
sample00695,cd8_t_cell,34956,102297,34.17
sample00695,cd4_t_cell,23432,102297,22.91
sample00695,nk_cell,15949,102297,15.59
sample00695,monocyte,21485,102297,21.0
sample00696,b_cell,6439,92187,6.98
sample00696,cd8_t_cell,27929,92187,30.3
sample00696,cd4_t_cell,24577,92187,26.66
sample00696,nk_cell,13951,92187,15.13
sample00696,monocyte,19291,92187,20.93
sample00697,b_cell,6058,97543,6.21
sample00697,cd8_t_cell,17794,97543,18.24
sample00697,cd4_t_cell,38732,97543,39.71
sample00697,nk_cell,15231,97543,15.61
sample00697,monocyte,19728,97543,20.22
sample00698,b_cell,4173,103883,4.02
sample00698,cd8_t_cell,30197,103883,29.07
sample00698,cd4_t_cell,34274,103883,32.99
sample00698,nk_cell,10541,103883,10.15
sample00698,monocyte,24698,103883,23.77
sample00699,b_cell,11540,110958,10.4
sample00699,cd8_t_cell,28555,110958,25.73
sample00699,cd4_t_cell,36092,110958,32.53
sample00699,nk_cell,19432,110958,17.51
sample00699,monocyte,15339,110958,13.82
sample00700,b_cell,11887,107627,11.04
sample00700,cd8_t_cell,33246,107627,30.89
sample00700,cd4_t_cell,29387,107627,27.3
sample00700,nk_cell,10527,107627,9.78
sample00700,monocyte,22580,107627,20.98
sample00701,b_cell,6978,104548,6.67
sample00701,cd8_t_cell,28765,104548,27.51
sample00701,cd4_t_cell,36438,104548,34.85
sample00701,nk_cell,11725,104548,11.21
sample00701,monocyte,20642,104548,19.74
sample00702,b_cell,10023,103225,9.71
sample00702,cd8_t_cell,23049,103225,22.33
sample00702,cd4_t_cell,42296,103225,40.97
sample00702,nk_cell,12185,103225,11.8
sample00702,monocyte,15672,103225,15.18
sample00703,b_cell,8571,106248,8.07
sample00703,cd8_t_cell,30690,106248,28.89
sample00703,cd4_t_cell,22411,106248,21.09
sample00703,nk_cell,22703,106248,21.37
sample00703,monocyte,21873,106248,20.59
sample00704,b_cell,7115,100635,7.07
sample00704,cd8_t_cell,24023,100635,23.87
sample00704,cd4_t_cell,39426,100635,39.18
sample00704,nk_cell,11677,100635,11.6
sample00704,monocyte,18394,100635,18.28
sample00705,b_cell,17343,100225,17.3
sample00705,cd8_t_cell,23883,100225,23.83
sample00705,cd4_t_cell,31980,100225,31.91
sample00705,nk_cell,8863,100225,8.84
sample00705,monocyte,18156,100225,18.12
sample00706,b_cell,5893,105866,5.57
sample00706,cd8_t_cell,33355,105866,31.51
sample00706,cd4_t_cell,27257,105866,25.75
sample00706,nk_cell,14074,105866,13.29
sample00706,monocyte,25287,105866,23.89
sample00707,b_cell,11964,98664,12.13
sample00707,cd8_t_cell,19650,98664,19.92
sample00707,cd4_t_cell,29222,98664,29.62
sample00707,nk_cell,11361,98664,11.51
sample00707,monocyte,26467,98664,26.83
sample00708,b_cell,9373,89766,10.44
sample00708,cd8_t_cell,28909,89766,32.2
sample00708,cd4_t_cell,27172,89766,30.27
sample00708,nk_cell,11882,89766,13.24
sample00708,monocyte,12430,89766,13.85
sample00709,b_cell,10542,93628,11.26
sample00709,cd8_t_cell,22063,93628,23.56
sample00709,cd4_t_cell,22482,93628,24.01
sample00709,nk_cell,12563,93628,13.42
sample00709,monocyte,25978,93628,27.75
sample00710,b_cell,5080,90505,5.61
sample00710,cd8_t_cell,25556,90505,28.24
sample00710,cd4_t_cell,22772,90505,25.16
sample00710,nk_cell,15538,90505,17.17
sample00710,monocyte,21559,90505,23.82
sample00711,b_cell,9975,99509,10.02
sample00711,cd8_t_cell,23814,99509,23.93
sample00711,cd4_t_cell,27246,99509,27.38
sample00711,nk_cell,17786,99509,17.87
sample00711,monocyte,20688,99509,20.79
sample00712,b_cell,10819,107266,10.09
sample00712,cd8_t_cell,31779,107266,29.63
sample00712,cd4_t_cell,26508,107266,24.71
sample00712,nk_cell,17848,107266,16.64
sample00712,monocyte,20312,107266,18.94
sample00713,b_cell,6558,100198,6.55
sample00713,cd8_t_cell,26909,100198,26.86
sample00713,cd4_t_cell,28039,100198,27.98
sample00713,nk_cell,14228,100198,14.2
sample00713,monocyte,24464,100198,24.42
sample00714,b_cell,7010,106122,6.61
sample00714,cd8_t_cell,28331,106122,26.7
sample00714,cd4_t_cell,29879,106122,28.16
sample00714,nk_cell,13292,106122,12.53
sample00714,monocyte,27610,106122,26.02
sample00715,b_cell,14904,109846,13.57
sample00715,cd8_t_cell,30431,109846,27.7
sample00715,cd4_t_cell,28439,109846,25.89
sample00715,nk_cell,17976,109846,16.36
sample00715,monocyte,18096,109846,16.47
sample00716,b_cell,18762,111411,16.84
sample00716,cd8_t_cell,21991,111411,19.74
sample00716,cd4_t_cell,31394,111411,28.18
sample00716,nk_cell,15767,111411,14.15
sample00716,monocyte,23497,111411,21.09
sample00717,b_cell,15429,105860,14.57
sample00717,cd8_t_cell,26170,105860,24.72
sample00717,cd4_t_cell,26134,105860,24.69
sample00717,nk_cell,13075,105860,12.35
sample00717,monocyte,25052,105860,23.67
sample00718,b_cell,6527,109920,5.94
sample00718,cd8_t_cell,34870,109920,31.72
sample00718,cd4_t_cell,39312,109920,35.76
sample00718,nk_cell,15767,109920,14.34
sample00718,monocyte,13444,109920,12.23
sample00719,b_cell,6772,106712,6.35
sample00719,cd8_t_cell,23880,106712,22.38
sample00719,cd4_t_cell,37520,106712,35.16
sample00719,nk_cell,14838,106712,13.9
sample00719,monocyte,23702,106712,22.21
sample00720,b_cell,9030,111021,8.13
sample00720,cd8_t_cell,22877,111021,20.61
sample00720,cd4_t_cell,39119,111021,35.24
sample00720,nk_cell,17976,111021,16.19
sample00720,monocyte,22019,111021,19.83
sample00721,b_cell,11878,99358,11.95
sample00721,cd8_t_cell,26773,99358,26.95
sample00721,cd4_t_cell,21625,99358,21.76
sample00721,nk_cell,14404,99358,14.5
sample00721,monocyte,24678,99358,24.84
sample00722,b_cell,9160,100991,9.07
sample00722,cd8_t_cell,23528,100991,23.3
sample00722,cd4_t_cell,26974,100991,26.71
sample00722,nk_cell,20500,100991,20.3
sample00722,monocyte,20829,100991,20.62
sample00723,b_cell,9857,103190,9.55
sample00723,cd8_t_cell,17289,103190,16.75
sample00723,cd4_t_cell,32390,103190,31.39
sample00723,nk_cell,18992,103190,18.4
sample00723,monocyte,24662,103190,23.9
sample00724,b_cell,8666,101531,8.54
sample00724,cd8_t_cell,28569,101531,28.14
sample00724,cd4_t_cell,26156,101531,25.76
sample00724,nk_cell,19261,101531,18.97
sample00724,monocyte,18879,101531,18.59
sample00725,b_cell,12394,111371,11.13
sample00725,cd8_t_cell,23461,111371,21.07
sample00725,cd4_t_cell,44783,111371,40.21
sample00725,nk_cell,12501,111371,11.22
sample00725,monocyte,18232,111371,16.37
sample00726,b_cell,11432,104384,10.95
sample00726,cd8_t_cell,23898,104384,22.89
sample00726,cd4_t_cell,28978,104384,27.76
sample00726,nk_cell,19883,104384,19.05
sample00726,monocyte,20193,104384,19.34
sample00727,b_cell,7318,90881,8.05
sample00727,cd8_t_cell,13849,90881,15.24
sample00727,cd4_t_cell,29020,90881,31.93
sample00727,nk_cell,18311,90881,20.15
sample00727,monocyte,22383,90881,24.63
sample00728,b_cell,5798,94780,6.12
sample00728,cd8_t_cell,24214,94780,25.55
sample00728,cd4_t_cell,33125,94780,34.95
sample00728,nk_cell,11126,94780,11.74
sample00728,monocyte,20517,94780,21.65
sample00729,b_cell,6030,102530,5.88
sample00729,cd8_t_cell,31387,102530,30.61
sample00729,cd4_t_cell,29081,102530,28.36
sample00729,nk_cell,13743,102530,13.4
sample00729,monocyte,22289,102530,21.74
sample00730,b_cell,7832,101315,7.73
sample00730,cd8_t_cell,29506,101315,29.12
sample00730,cd4_t_cell,26823,101315,26.47
sample00730,nk_cell,17130,101315,16.91
sample00730,monocyte,20024,101315,19.76
sample00731,b_cell,11015,105857,10.41
sample00731,cd8_t_cell,27825,105857,26.29
sample00731,cd4_t_cell,31288,105857,29.56
sample00731,nk_cell,15788,105857,14.91
sample00731,monocyte,19941,105857,18.84
sample00732,b_cell,12661,101975,12.42
sample00732,cd8_t_cell,25570,101975,25.07
sample00732,cd4_t_cell,28311,101975,27.76
sample00732,nk_cell,16258,101975,15.94
sample00732,monocyte,19175,101975,18.8
sample00733,b_cell,11640,94037,12.38
sample00733,cd8_t_cell,16093,94037,17.11
sample00733,cd4_t_cell,24124,94037,25.65
sample00733,nk_cell,24638,94037,26.2
sample00733,monocyte,17542,94037,18.65
sample00734,b_cell,9943,101836,9.76
sample00734,cd8_t_cell,22876,101836,22.46
sample00734,cd4_t_cell,29345,101836,28.82
sample00734,nk_cell,18789,101836,18.45
sample00734,monocyte,20883,101836,20.51
sample00735,b_cell,8464,87201,9.71
sample00735,cd8_t_cell,23701,87201,27.18
sample00735,cd4_t_cell,31660,87201,36.31
sample00735,nk_cell,8202,87201,9.41
sample00735,monocyte,15174,87201,17.4
sample00736,b_cell,8531,89828,9.5
sample00736,cd8_t_cell,26963,89828,30.02
sample00736,cd4_t_cell,23039,89828,25.65
sample00736,nk_cell,15114,89828,16.83
sample00736,monocyte,16181,89828,18.01
sample00737,b_cell,10558,102028,10.35
sample00737,cd8_t_cell,17502,102028,17.15
sample00737,cd4_t_cell,28735,102028,28.16
sample00737,nk_cell,28105,102028,27.55
sample00737,monocyte,17128,102028,16.79
sample00738,b_cell,13414,103036,13.02
sample00738,cd8_t_cell,20801,103036,20.19
sample00738,cd4_t_cell,34274,103036,33.26
sample00738,nk_cell,13305,103036,12.91
sample00738,monocyte,21242,103036,20.62
sample00739,b_cell,10157,91054,11.15
sample00739,cd8_t_cell,18642,91054,20.47
sample00739,cd4_t_cell,21184,91054,23.27
sample00739,nk_cell,17336,91054,19.04
sample00739,monocyte,23735,91054,26.07
sample00740,b_cell,6598,95901,6.88
sample00740,cd8_t_cell,27574,95901,28.75
sample00740,cd4_t_cell,28898,95901,30.13
sample00740,nk_cell,15530,95901,16.19
sample00740,monocyte,17301,95901,18.04
sample00741,b_cell,5323,89735,5.93
sample00741,cd8_t_cell,22495,89735,25.07
sample00741,cd4_t_cell,34448,89735,38.39
sample00741,nk_cell,11763,89735,13.11
sample00741,monocyte,15706,89735,17.5
sample00742,b_cell,6472,101000,6.41
sample00742,cd8_t_cell,32608,101000,32.29
sample00742,cd4_t_cell,28511,101000,28.23
sample00742,nk_cell,18561,101000,18.38
sample00742,monocyte,14848,101000,14.7
sample00743,b_cell,9460,101020,9.36
sample00743,cd8_t_cell,23068,101020,22.84
sample00743,cd4_t_cell,29253,101020,28.96
sample00743,nk_cell,18594,101020,18.41
sample00743,monocyte,20645,101020,20.44
sample00744,b_cell,13971,105757,13.21
sample00744,cd8_t_cell,22095,105757,20.89
sample00744,cd4_t_cell,28390,105757,26.84
sample00744,nk_cell,20032,105757,18.94
sample00744,monocyte,21269,105757,20.11
sample00745,b_cell,9379,95505,9.82
sample00745,cd8_t_cell,26672,95505,27.93
sample00745,cd4_t_cell,30000,95505,31.41
sample00745,nk_cell,11074,95505,11.6
sample00745,monocyte,18380,95505,19.25
sample00746,b_cell,11744,88587,13.26
sample00746,cd8_t_cell,24825,88587,28.02
sample00746,cd4_t_cell,28959,88587,32.69
sample00746,nk_cell,9188,88587,10.37
sample00746,monocyte,13871,88587,15.66
sample00747,b_cell,9114,97964,9.3
sample00747,cd8_t_cell,26017,97964,26.56
sample00747,cd4_t_cell,28037,97964,28.62
sample00747,nk_cell,14118,97964,14.41
sample00747,monocyte,20678,97964,21.11
sample00748,b_cell,7731,109283,7.07
sample00748,cd8_t_cell,27573,109283,25.23
sample00748,cd4_t_cell,24067,109283,22.02
sample00748,nk_cell,21120,109283,19.33
sample00748,monocyte,28792,109283,26.35
sample00749,b_cell,8609,98131,8.77
sample00749,cd8_t_cell,22030,98131,22.45
sample00749,cd4_t_cell,25706,98131,26.2
sample00749,nk_cell,12279,98131,12.51
sample00749,monocyte,29507,98131,30.07
sample00750,b_cell,10711,97410,11.0
sample00750,cd8_t_cell,26594,97410,27.3
sample00750,cd4_t_cell,28697,97410,29.46
sample00750,nk_cell,8982,97410,9.22
sample00750,monocyte,22426,97410,23.02
sample00751,b_cell,9598,103680,9.26
sample00751,cd8_t_cell,29502,103680,28.45
sample00751,cd4_t_cell,24684,103680,23.81
sample00751,nk_cell,19347,103680,18.66
sample00751,monocyte,20549,103680,19.82
sample00752,b_cell,9528,109648,8.69
sample00752,cd8_t_cell,25716,109648,23.45
sample00752,cd4_t_cell,33255,109648,30.33
sample00752,nk_cell,21597,109648,19.7
sample00752,monocyte,19552,109648,17.83
sample00753,b_cell,8029,104062,7.72
sample00753,cd8_t_cell,33798,104062,32.48
sample00753,cd4_t_cell,36125,104062,34.71
sample00753,nk_cell,10662,104062,10.25
sample00753,monocyte,15448,104062,14.84
sample00754,b_cell,5907,109186,5.41
sample00754,cd8_t_cell,25494,109186,23.35
sample00754,cd4_t_cell,47842,109186,43.82
sample00754,nk_cell,12095,109186,11.08
sample00754,monocyte,17848,109186,16.35
sample00755,b_cell,6774,97992,6.91
sample00755,cd8_t_cell,25695,97992,26.22
sample00755,cd4_t_cell,24421,97992,24.92
sample00755,nk_cell,19547,97992,19.95
sample00755,monocyte,21555,97992,22.0
sample00756,b_cell,7202,90530,7.96
sample00756,cd8_t_cell,19576,90530,21.62
sample00756,cd4_t_cell,28215,90530,31.17
sample00756,nk_cell,11482,90530,12.68
sample00756,monocyte,24055,90530,26.57
sample00757,b_cell,8843,100190,8.83
sample00757,cd8_t_cell,22937,100190,22.89
sample00757,cd4_t_cell,31815,100190,31.75
sample00757,nk_cell,14513,100190,14.49
sample00757,monocyte,22082,100190,22.04
sample00758,b_cell,8063,94013,8.58
sample00758,cd8_t_cell,33617,94013,35.76
sample00758,cd4_t_cell,29566,94013,31.45
sample00758,nk_cell,7885,94013,8.39
sample00758,monocyte,14882,94013,15.83
sample00759,b_cell,10699,105079,10.18
sample00759,cd8_t_cell,21452,105079,20.42
sample00759,cd4_t_cell,33062,105079,31.46
sample00759,nk_cell,20260,105079,19.28
sample00759,monocyte,19606,105079,18.66
sample00760,b_cell,11174,109617,10.19
sample00760,cd8_t_cell,31518,109617,28.75
sample00760,cd4_t_cell,32969,109617,30.08
sample00760,nk_cell,12121,109617,11.06
sample00760,monocyte,21835,109617,19.92
sample00761,b_cell,10751,109712,9.8
sample00761,cd8_t_cell,27459,109712,25.03
sample00761,cd4_t_cell,35147,109712,32.04
sample00761,nk_cell,15730,109712,14.34
sample00761,monocyte,20625,109712,18.8
sample00762,b_cell,12190,108170,11.27
sample00762,cd8_t_cell,29964,108170,27.7
sample00762,cd4_t_cell,27352,108170,25.29
sample00762,nk_cell,17879,108170,16.53
sample00762,monocyte,20785,108170,19.22
sample00763,b_cell,11672,96217,12.13
sample00763,cd8_t_cell,20193,96217,20.99
sample00763,cd4_t_cell,34334,96217,35.68
sample00763,nk_cell,14376,96217,14.94
sample00763,monocyte,15642,96217,16.26
sample00764,b_cell,11778,106546,11.05
sample00764,cd8_t_cell,23967,106546,22.49
sample00764,cd4_t_cell,36662,106546,34.41
sample00764,nk_cell,11719,106546,11.0
sample00764,monocyte,22420,106546,21.04
sample00765,b_cell,4335,106076,4.09
sample00765,cd8_t_cell,37942,106076,35.77
sample00765,cd4_t_cell,32706,106076,30.83
sample00765,nk_cell,16334,106076,15.4
sample00765,monocyte,14759,106076,13.91
sample00766,b_cell,9415,100998,9.32
sample00766,cd8_t_cell,24552,100998,24.31
sample00766,cd4_t_cell,34857,100998,34.51
sample00766,nk_cell,11257,100998,11.15
sample00766,monocyte,20917,100998,20.71
sample00767,b_cell,9472,105287,9.0
sample00767,cd8_t_cell,23678,105287,22.49
sample00767,cd4_t_cell,26481,105287,25.15
sample00767,nk_cell,24345,105287,23.12
sample00767,monocyte,21311,105287,20.24
sample00768,b_cell,8818,100426,8.78
sample00768,cd8_t_cell,24409,100426,24.31
sample00768,cd4_t_cell,27041,100426,26.93
sample00768,nk_cell,19596,100426,19.51
sample00768,monocyte,20562,100426,20.47
sample00769,b_cell,4651,95445,4.87
sample00769,cd8_t_cell,19411,95445,20.34
sample00769,cd4_t_cell,34551,95445,36.2
sample00769,nk_cell,11750,95445,12.31
sample00769,monocyte,25082,95445,26.28
sample00770,b_cell,6404,93852,6.82
sample00770,cd8_t_cell,27639,93852,29.45
sample00770,cd4_t_cell,30546,93852,32.55
sample00770,nk_cell,12731,93852,13.56
sample00770,monocyte,16532,93852,17.61
sample00771,b_cell,16569,98590,16.81
sample00771,cd8_t_cell,25471,98590,25.84
sample00771,cd4_t_cell,27619,98590,28.01
sample00771,nk_cell,12020,98590,12.19
sample00771,monocyte,16911,98590,17.15
sample00772,b_cell,9215,99260,9.28
sample00772,cd8_t_cell,18765,99260,18.9
sample00772,cd4_t_cell,23735,99260,23.91
sample00772,nk_cell,20796,99260,20.95
sample00772,monocyte,26749,99260,26.95
sample00773,b_cell,5664,90342,6.27
sample00773,cd8_t_cell,26202,90342,29.0
sample00773,cd4_t_cell,23091,90342,25.56
sample00773,nk_cell,17743,90342,19.64
sample00773,monocyte,17642,90342,19.53
sample00774,b_cell,6820,98114,6.95
sample00774,cd8_t_cell,24467,98114,24.94
sample00774,cd4_t_cell,25166,98114,25.65
sample00774,nk_cell,18879,98114,19.24
sample00774,monocyte,22782,98114,23.22
sample00775,b_cell,9375,101982,9.19
sample00775,cd8_t_cell,24183,101982,23.71
sample00775,cd4_t_cell,29703,101982,29.13
sample00775,nk_cell,16980,101982,16.65
sample00775,monocyte,21741,101982,21.32
sample00776,b_cell,9336,104359,8.95
sample00776,cd8_t_cell,27138,104359,26.0
sample00776,cd4_t_cell,31402,104359,30.09
sample00776,nk_cell,17983,104359,17.23
sample00776,monocyte,18500,104359,17.73
sample00777,b_cell,9321,96150,9.69
sample00777,cd8_t_cell,23943,96150,24.9
sample00777,cd4_t_cell,29439,96150,30.62
sample00777,nk_cell,15666,96150,16.29
sample00777,monocyte,17781,96150,18.49
sample00778,b_cell,9649,100877,9.57
sample00778,cd8_t_cell,28347,100877,28.1
sample00778,cd4_t_cell,32819,100877,32.53
sample00778,nk_cell,13177,100877,13.06
sample00778,monocyte,16885,100877,16.74
sample00779,b_cell,13129,101189,12.97
sample00779,cd8_t_cell,25366,101189,25.07
sample00779,cd4_t_cell,30511,101189,30.15
sample00779,nk_cell,14872,101189,14.7
sample00779,monocyte,17311,101189,17.11
sample00780,b_cell,8885,102252,8.69
sample00780,cd8_t_cell,29176,102252,28.53
sample00780,cd4_t_cell,29997,102252,29.34
sample00780,nk_cell,15119,102252,14.79
sample00780,monocyte,19075,102252,18.65
sample00781,b_cell,8725,102303,8.53
sample00781,cd8_t_cell,24296,102303,23.75
sample00781,cd4_t_cell,36263,102303,35.45
sample00781,nk_cell,8199,102303,8.01
sample00781,monocyte,24820,102303,24.26
sample00782,b_cell,15608,99918,15.62
sample00782,cd8_t_cell,21295,99918,21.31
sample00782,cd4_t_cell,28637,99918,28.66
sample00782,nk_cell,14075,99918,14.09
sample00782,monocyte,20303,99918,20.32
sample00783,b_cell,11629,108493,10.72
sample00783,cd8_t_cell,22044,108493,20.32
sample00783,cd4_t_cell,39301,108493,36.22
sample00783,nk_cell,15263,108493,14.07
sample00783,monocyte,20256,108493,18.67
sample00784,b_cell,12026,94823,12.68
sample00784,cd8_t_cell,17959,94823,18.94
sample00784,cd4_t_cell,28668,94823,30.23
sample00784,nk_cell,22406,94823,23.63
sample00784,monocyte,13764,94823,14.52
sample00785,b_cell,7522,102768,7.32
sample00785,cd8_t_cell,29078,102768,28.29
sample00785,cd4_t_cell,31447,102768,30.6
sample00785,nk_cell,10601,102768,10.32
sample00785,monocyte,24120,102768,23.47
sample00786,b_cell,5037,100719,5.0
sample00786,cd8_t_cell,31190,100719,30.97
sample00786,cd4_t_cell,33523,100719,33.28
sample00786,nk_cell,11636,100719,11.55
sample00786,monocyte,19333,100719,19.19
sample00787,b_cell,6439,89719,7.18
sample00787,cd8_t_cell,24734,89719,27.57
sample00787,cd4_t_cell,30722,89719,34.24
sample00787,nk_cell,10745,89719,11.98
sample00787,monocyte,17079,89719,19.04
sample00788,b_cell,7597,91269,8.32
sample00788,cd8_t_cell,25664,91269,28.12
sample00788,cd4_t_cell,24347,91269,26.68
sample00788,nk_cell,20427,91269,22.38
sample00788,monocyte,13234,91269,14.5
sample00789,b_cell,15902,95255,16.69
sample00789,cd8_t_cell,22303,95255,23.41
sample00789,cd4_t_cell,20600,95255,21.63
sample00789,nk_cell,18948,95255,19.89
sample00789,monocyte,17502,95255,18.37
sample00790,b_cell,15456,92516,16.71
sample00790,cd8_t_cell,23093,92516,24.96
sample00790,cd4_t_cell,21143,92516,22.85
sample00790,nk_cell,15142,92516,16.37
sample00790,monocyte,17682,92516,19.11
sample00791,b_cell,17189,111162,15.46
sample00791,cd8_t_cell,28074,111162,25.26
sample00791,cd4_t_cell,35563,111162,31.99
sample00791,nk_cell,11908,111162,10.71
sample00791,monocyte,18428,111162,16.58
sample00792,b_cell,20053,102850,19.5
sample00792,cd8_t_cell,22269,102850,21.65
sample00792,cd4_t_cell,31194,102850,30.33
sample00792,nk_cell,11717,102850,11.39
sample00792,monocyte,17617,102850,17.13
sample00793,b_cell,8962,97209,9.22
sample00793,cd8_t_cell,26168,97209,26.92
sample00793,cd4_t_cell,29892,97209,30.75
sample00793,nk_cell,10296,97209,10.59
sample00793,monocyte,21891,97209,22.52
sample00794,b_cell,8559,103922,8.24
sample00794,cd8_t_cell,19235,103922,18.51
sample00794,cd4_t_cell,32218,103922,31.0
sample00794,nk_cell,18644,103922,17.94
sample00794,monocyte,25266,103922,24.31
sample00795,b_cell,14729,95093,15.49
sample00795,cd8_t_cell,24467,95093,25.73
sample00795,cd4_t_cell,22340,95093,23.49
sample00795,nk_cell,13676,95093,14.38
sample00795,monocyte,19881,95093,20.91
sample00796,b_cell,9785,103609,9.44
sample00796,cd8_t_cell,24606,103609,23.75
sample00796,cd4_t_cell,29901,103609,28.86
sample00796,nk_cell,21053,103609,20.32
sample00796,monocyte,18264,103609,17.63
sample00797,b_cell,8884,97959,9.07
sample00797,cd8_t_cell,16838,97959,17.19
sample00797,cd4_t_cell,31310,97959,31.96
sample00797,nk_cell,21202,97959,21.64
sample00797,monocyte,19725,97959,20.14
sample00798,b_cell,5600,106003,5.28
sample00798,cd8_t_cell,40341,106003,38.06
sample00798,cd4_t_cell,27147,106003,25.61
sample00798,nk_cell,15022,106003,14.17
sample00798,monocyte,17893,106003,16.88
sample00799,b_cell,12221,106251,11.5
sample00799,cd8_t_cell,26025,106251,24.49
sample00799,cd4_t_cell,38106,106251,35.86
sample00799,nk_cell,12291,106251,11.57
sample00799,monocyte,17608,106251,16.57
sample00800,b_cell,11163,100075,11.15
sample00800,cd8_t_cell,38062,100075,38.03
sample00800,cd4_t_cell,19758,100075,19.74
sample00800,nk_cell,10744,100075,10.74
sample00800,monocyte,20348,100075,20.33
sample00801,b_cell,7864,102581,7.67
sample00801,cd8_t_cell,20462,102581,19.95
sample00801,cd4_t_cell,33436,102581,32.59
sample00801,nk_cell,16018,102581,15.61
sample00801,monocyte,24801,102581,24.18
sample00802,b_cell,10722,91206,11.76
sample00802,cd8_t_cell,25057,91206,27.47
sample00802,cd4_t_cell,23752,91206,26.04
sample00802,nk_cell,12249,91206,13.43
sample00802,monocyte,19426,91206,21.3
sample00803,b_cell,8637,97456,8.86
sample00803,cd8_t_cell,16508,97456,16.94
sample00803,cd4_t_cell,30957,97456,31.77
sample00803,nk_cell,13512,97456,13.86
sample00803,monocyte,27842,97456,28.57
sample00804,b_cell,9971,103356,9.65
sample00804,cd8_t_cell,25825,103356,24.99
sample00804,cd4_t_cell,29586,103356,28.63
sample00804,nk_cell,14988,103356,14.5
sample00804,monocyte,22986,103356,22.24
sample00805,b_cell,8684,109186,7.95
